Timestamp,Station_Name,Humidity,Temperature,Precipitation
1551349357.0,La Tuilerie,61.0,16.9,0.0
1551350284.0,La Tuilerie,57.0,17.8,0.0
1551351210.0,La Tuilerie,52.0,19.2,0.0
1551352136.0,La Tuilerie,45.0,20.7,0.0
1551353063.0,La Tuilerie,41.0,21.8,0.0
1551353988.0,La Tuilerie,39.0,22.2,0.0
1551354915.0,La Tuilerie,37.0,22.3,0.0
1551356769.0,La Tuilerie,36.0,24.1,0.0
1551357695.0,La Tuilerie,30.0,24.1,0.0
1551358622.0,La Tuilerie,31.0,24.4,0.0
1551360475.0,La Tuilerie,29.0,24.9,0.0
1551361401.0,La Tuilerie,29.0,24.3,0.0
1551362327.0,La Tuilerie,30.0,24.5,0.0
1551363254.0,La Tuilerie,28.0,24.5,0.0
1551364179.0,La Tuilerie,31.0,23.7,0.0
1551366031.0,La Tuilerie,29.0,24.2,0.0
1551366957.0,La Tuilerie,29.0,24.1,0.0
1551367884.0,La Tuilerie,30.0,23.7,0.0
1551369737.0,La Tuilerie,33.0,22.7,0.0
1551370663.0,La Tuilerie,36.0,21.5,0.0
1551371589.0,La Tuilerie,38.0,20.0,0.0
1551373442.0,La Tuilerie,42.0,18.3,0.0
1551374369.0,La Tuilerie,46.0,17.0,0.0
1551375295.0,La Tuilerie,49.0,16.0,0.0
1551376222.0,La Tuilerie,50.0,15.2,0.0
1551377148.0,La Tuilerie,51.0,14.6,0.0
1551378077.0,La Tuilerie,55.0,13.7,0.0
1551379004.0,La Tuilerie,54.0,13.5,0.0
1551379931.0,La Tuilerie,56.0,12.9,0.0
1551380858.0,La Tuilerie,59.0,12.3,0.0
1551381787.0,La Tuilerie,59.0,11.8,0.0
1551385499.0,La Tuilerie,59.0,11.2,0.0
1551391062.0,La Tuilerie,61.0,10.9,0.0
1551397551.0,La Tuilerie,67.0,8.6,0.0
1551404038.0,La Tuilerie,79.0,5.2,0.0
1551404966.0,La Tuilerie,79.0,5.7,0.0
1551406821.0,La Tuilerie,77.0,5.9,0.0
1551407748.0,La Tuilerie,79.0,5.4,0.0
1551408675.0,La Tuilerie,79.0,5.4,0.0
1551409603.0,La Tuilerie,80.0,5.4,0.0
1551410530.0,La Tuilerie,81.0,5.5,0.0
1551411457.0,La Tuilerie,80.0,5.9,0.0
1551412384.0,La Tuilerie,79.0,6.3,0.0
1551413311.0,La Tuilerie,76.0,7.3,0.0
1551414238.0,La Tuilerie,74.0,7.9,0.0
1551415167.0,La Tuilerie,72.0,8.2,0.0
1551416094.0,La Tuilerie,72.0,8.3,0.0
1551417021.0,La Tuilerie,72.0,8.3,0.0
1551418877.0,La Tuilerie,72.0,8.2,0.0
1551422589.0,La Tuilerie,77.0,7.2,0.0
1551423516.0,La Tuilerie,77.0,6.9,0.0
1551424443.0,La Tuilerie,77.0,7.2,0.0
1551425370.0,La Tuilerie,75.0,8.2,0.0
1551426297.0,La Tuilerie,72.0,9.3,0.0
1551427224.0,La Tuilerie,65.0,11.0,0.0
1551428150.0,La Tuilerie,65.0,12.0,0.0
1551429077.0,La Tuilerie,59.0,13.2,0.0
1551430005.0,La Tuilerie,57.0,13.7,0.0
1551430931.0,La Tuilerie,55.0,14.3,0.0
1551431857.0,La Tuilerie,54.0,15.0,0.0
1551432783.0,La Tuilerie,52.0,15.7,0.0
1551433710.0,La Tuilerie,46.0,16.8,0.0
1551434637.0,La Tuilerie,45.0,17.3,0.0
1551435564.0,La Tuilerie,44.0,17.8,0.0
1551436490.0,La Tuilerie,40.0,18.7,0.0
1551437417.0,La Tuilerie,40.0,19.2,0.0
1551438343.0,La Tuilerie,39.0,18.8,0.0
1551439269.0,La Tuilerie,37.0,19.8,0.0
1551440196.0,La Tuilerie,37.0,20.0,0.0
1551441122.0,La Tuilerie,37.0,20.5,0.0
1551442048.0,La Tuilerie,38.0,20.1,0.0
1551442976.0,La Tuilerie,37.0,20.4,0.0
1551443901.0,La Tuilerie,38.0,20.4,0.0
1551444828.0,La Tuilerie,36.0,20.8,0.0
1551445753.0,La Tuilerie,35.0,20.9,0.0
1551446679.0,La Tuilerie,35.0,21.4,0.0
1551447605.0,La Tuilerie,34.0,21.1,0.0
1551448530.0,La Tuilerie,36.0,20.1,0.0
1551456866.0,La Tuilerie,43.0,18.6,0.0
1551457790.0,La Tuilerie,44.0,17.7,0.0
1551458717.0,La Tuilerie,47.0,16.6,0.0
1551459643.0,La Tuilerie,49.0,15.3,0.0
1551460569.0,La Tuilerie,51.0,14.3,0.0
1551461495.0,La Tuilerie,52.0,13.6,0.0
1551462421.0,La Tuilerie,53.0,13.1,0.0
1551463348.0,La Tuilerie,55.0,12.5,0.0
1551464275.0,La Tuilerie,56.0,12.1,0.0
1551465201.0,La Tuilerie,57.0,11.7,0.0
1551466127.0,La Tuilerie,58.0,11.4,0.0
1551467056.0,La Tuilerie,58.0,11.1,0.0
1551467982.0,La Tuilerie,62.0,10.0,0.0
1551469835.0,La Tuilerie,66.0,9.4,0.0
1551470762.0,La Tuilerie,65.0,9.3,0.0
1551472615.0,La Tuilerie,66.0,8.9,0.0
1551473542.0,La Tuilerie,65.0,8.9,0.0
1551474470.0,La Tuilerie,66.0,8.6,0.0
1551475396.0,La Tuilerie,66.0,8.4,0.0
1551476322.0,La Tuilerie,67.0,7.8,0.0
1551477249.0,La Tuilerie,70.0,7.1,0.0
1551479104.0,La Tuilerie,71.0,6.9,0.0
1551480030.0,La Tuilerie,73.0,6.4,0.0
1551480957.0,La Tuilerie,75.0,5.9,0.0
1551481885.0,La Tuilerie,76.0,5.8,0.0
1551482812.0,La Tuilerie,75.0,6.1,0.0
1551484666.0,La Tuilerie,72.0,6.9,0.0
1551485595.0,La Tuilerie,72.0,6.6,0.0
1551486521.0,La Tuilerie,73.0,6.0,0.0
1551487448.0,La Tuilerie,72.0,6.3,0.0
1551488375.0,La Tuilerie,71.0,6.8,0.0
1551501353.0,La Tuilerie,67.0,7.9,0.0
1551502279.0,La Tuilerie,67.0,7.8,0.0
1551505058.0,La Tuilerie,68.0,7.6,0.0
1551505984.0,La Tuilerie,69.0,7.3,0.0
1551507837.0,La Tuilerie,68.0,7.5,0.0
1551509689.0,La Tuilerie,70.0,7.0,0.0
1551510614.0,La Tuilerie,71.0,7.0,0.0
1551511540.0,La Tuilerie,70.0,7.3,0.0
1551512466.0,La Tuilerie,71.0,7.1,0.0
1551513392.0,La Tuilerie,70.0,7.4,0.0
1551514318.0,La Tuilerie,70.0,7.5,0.0
1551517098.0,La Tuilerie,60.0,11.4,0.0
1551518951.0,La Tuilerie,55.0,13.8,0.0
1551519877.0,La Tuilerie,52.0,15.1,0.0
1551520802.0,La Tuilerie,50.0,15.4,0.0
1551521728.0,La Tuilerie,48.0,16.6,0.0
1551522656.0,La Tuilerie,46.0,16.9,0.0
1551523582.0,La Tuilerie,47.0,16.8,0.0
1551524510.0,La Tuilerie,47.0,16.8,0.0
1551525435.0,La Tuilerie,47.0,17.4,0.0
1551526363.0,La Tuilerie,46.0,17.9,0.0
1551527289.0,La Tuilerie,47.0,18.5,0.0
1551528215.0,La Tuilerie,44.0,19.7,0.0
1551529141.0,La Tuilerie,41.0,19.7,0.0
1551530070.0,La Tuilerie,43.0,19.1,0.0
1551530995.0,La Tuilerie,41.0,19.9,0.0
1551531922.0,La Tuilerie,40.0,19.1,0.0
1551532850.0,La Tuilerie,40.0,18.7,0.0
1551533781.0,La Tuilerie,42.0,18.1,0.0
1551534708.0,La Tuilerie,43.0,18.1,0.0
1551535634.0,La Tuilerie,41.0,18.3,0.0
1551537488.0,La Tuilerie,41.0,18.2,0.0
1551539341.0,La Tuilerie,39.0,18.5,0.0
1551541195.0,La Tuilerie,43.0,17.8,0.0
1551542122.0,La Tuilerie,41.0,17.5,0.0
1551543048.0,La Tuilerie,43.0,17.0,0.0
1551543974.0,La Tuilerie,46.0,16.6,0.0
1551544902.0,La Tuilerie,52.0,15.1,0.0
1551545829.0,La Tuilerie,55.0,14.5,0.0
1551548611.0,La Tuilerie,62.0,11.8,0.0
1551551388.0,La Tuilerie,67.0,10.4,0.0
1551552318.0,La Tuilerie,69.0,9.7,0.0
1551553244.0,La Tuilerie,69.0,9.0,0.0
1551554171.0,La Tuilerie,72.0,8.4,0.0
1551555097.0,La Tuilerie,75.0,7.8,0.0
1551556024.0,La Tuilerie,76.0,7.8,0.0
1551556951.0,La Tuilerie,76.0,7.5,0.0
1551557878.0,La Tuilerie,77.0,7.1,0.0
1551558804.0,La Tuilerie,78.0,6.9,0.0
1551559732.0,La Tuilerie,79.0,6.5,0.0
1551560659.0,La Tuilerie,81.0,6.1,0.0
1551561586.0,La Tuilerie,82.0,5.8,0.0
1551562514.0,La Tuilerie,82.0,6.0,0.0
1551563442.0,La Tuilerie,79.0,6.6,0.0
1551564369.0,La Tuilerie,78.0,7.2,0.0
1551565296.0,La Tuilerie,77.0,7.1,0.0
1551566222.0,La Tuilerie,77.0,7.3,0.0
1551567149.0,La Tuilerie,77.0,6.8,0.0
1551568075.0,La Tuilerie,79.0,6.2,0.0
1551569002.0,La Tuilerie,80.0,5.6,0.0
1551569929.0,La Tuilerie,81.0,5.3,0.0
1551570855.0,La Tuilerie,83.0,5.0,0.0
1551587547.0,La Tuilerie,87.0,3.6,0.0
1551588475.0,La Tuilerie,87.0,3.9,0.0
1551589402.0,La Tuilerie,87.0,4.2,0.0
1551590330.0,La Tuilerie,87.0,4.0,0.0
1551591257.0,La Tuilerie,87.0,3.5,0.0
1551592184.0,La Tuilerie,89.0,3.1,0.0
1551593111.0,La Tuilerie,89.0,2.7,0.0
1551594038.0,La Tuilerie,90.0,2.6,0.0
1551594965.0,La Tuilerie,90.0,3.1,0.0
1551595891.0,La Tuilerie,90.0,3.2,0.0
1551596821.0,La Tuilerie,90.0,3.6,0.0
1551597748.0,La Tuilerie,89.0,4.2,0.0
1551598675.0,La Tuilerie,86.0,5.3,0.0
1551600529.0,La Tuilerie,74.0,9.4,0.0
1551601455.0,La Tuilerie,69.0,10.5,0.0
1551602381.0,La Tuilerie,66.0,11.1,0.0
1551603308.0,La Tuilerie,65.0,11.8,0.0
1551604236.0,La Tuilerie,61.0,12.9,0.0
1551605163.0,La Tuilerie,61.0,13.8,0.0
1551606091.0,La Tuilerie,54.0,14.9,0.0
1551607018.0,La Tuilerie,53.0,14.8,0.0
1551607945.0,La Tuilerie,53.0,16.2,0.0
1551608872.0,La Tuilerie,49.0,16.6,0.0
1551609799.0,La Tuilerie,47.0,17.0,0.0
1551610724.0,La Tuilerie,48.0,16.5,0.0
1551611651.0,La Tuilerie,46.0,17.3,0.0
1551612576.0,La Tuilerie,46.0,17.3,0.0
1551613502.0,La Tuilerie,47.0,17.8,0.0
1551614427.0,La Tuilerie,47.0,17.6,0.0
1551615352.0,La Tuilerie,45.0,18.4,0.0
1551616278.0,La Tuilerie,46.0,18.7,0.0
1551617203.0,La Tuilerie,47.0,18.3,0.0
1551618128.0,La Tuilerie,48.0,17.9,0.0
1551619054.0,La Tuilerie,44.0,19.3,0.0
1551619979.0,La Tuilerie,45.0,19.0,0.0
1551620905.0,La Tuilerie,43.0,19.6,0.0
1551621830.0,La Tuilerie,44.0,19.8,0.0
1551622759.0,La Tuilerie,44.0,19.4,0.0
1551624610.0,La Tuilerie,42.0,19.1,0.0
1551625536.0,La Tuilerie,46.0,17.6,0.0
1551626463.0,La Tuilerie,42.0,17.6,0.0
1551627389.0,La Tuilerie,46.0,17.9,0.0
1551628314.0,La Tuilerie,50.0,17.7,0.0
1551629240.0,La Tuilerie,51.0,16.9,0.0
1551630166.0,La Tuilerie,52.0,15.7,0.0
1551631092.0,La Tuilerie,53.0,15.0,0.0
1551632017.0,La Tuilerie,55.0,14.4,0.0
1551632941.0,La Tuilerie,61.0,13.7,0.0
1551633867.0,La Tuilerie,64.0,12.8,0.0
1551634792.0,La Tuilerie,66.0,12.0,0.0
1551636643.0,La Tuilerie,73.0,10.5,0.0
1551637569.0,La Tuilerie,76.0,9.8,0.0
1551638494.0,La Tuilerie,79.0,9.0,0.0
1551639420.0,La Tuilerie,83.0,8.5,0.0
1551640345.0,La Tuilerie,84.0,8.2,0.0
1551643123.0,La Tuilerie,91.0,7.6,0.0
1551644977.0,La Tuilerie,93.0,8.8,0.0
1551646829.0,La Tuilerie,94.0,10.0,0.0
1551652387.0,La Tuilerie,91.0,10.0,0.0
1551653312.0,La Tuilerie,91.0,10.0,0.0
1551654238.0,La Tuilerie,91.0,9.9,0.0
1551656092.0,La Tuilerie,91.0,10.1,0.0
1551665344.0,La Tuilerie,88.0,10.3,0.0
1551666269.0,La Tuilerie,86.0,10.4,0.0
1551667194.0,La Tuilerie,85.0,10.5,0.0
1551668119.0,La Tuilerie,84.0,10.6,0.0
1551669044.0,La Tuilerie,83.0,10.6,0.0
1551669969.0,La Tuilerie,79.0,10.5,0.0
1551670895.0,La Tuilerie,79.0,10.2,0.0
1551671820.0,La Tuilerie,81.0,9.6,0.0
1551673669.0,La Tuilerie,83.0,9.1,0.0
1551674595.0,La Tuilerie,83.0,9.2,0.0
1551675519.0,La Tuilerie,83.0,9.3,0.0
1551676445.0,La Tuilerie,83.0,9.2,0.0
1551677370.0,La Tuilerie,82.0,9.2,0.0
1551678296.0,La Tuilerie,81.0,9.1,0.0
1551679221.0,La Tuilerie,79.0,9.1,0.0
1551680147.0,La Tuilerie,80.0,9.2,0.0
1551681073.0,La Tuilerie,79.0,9.3,0.0
1551681998.0,La Tuilerie,79.0,9.3,0.0
1551682925.0,La Tuilerie,80.0,9.1,0.0
1551683849.0,La Tuilerie,81.0,9.0,0.0
1551684776.0,La Tuilerie,82.0,9.2,0.0
1551685702.0,La Tuilerie,83.0,9.4,0.0
1551686628.0,La Tuilerie,82.0,9.7,0.0
1551687553.0,La Tuilerie,82.0,10.1,0.0
1551688478.0,La Tuilerie,82.0,10.4,0.0
1551689403.0,La Tuilerie,82.0,10.8,0.0
1551690329.0,La Tuilerie,80.0,11.3,0.0
1551691254.0,La Tuilerie,76.0,11.6,0.0
1551693107.0,La Tuilerie,74.0,12.9,0.0
1551694959.0,La Tuilerie,74.0,12.4,0.0
1551695884.0,La Tuilerie,68.0,14.1,0.0
1551697735.0,La Tuilerie,53.0,16.8,0.0
1551698661.0,La Tuilerie,55.0,16.6,0.0
1551699586.0,La Tuilerie,54.0,16.7,0.0
1551700513.0,La Tuilerie,51.0,17.2,0.0
1551701438.0,La Tuilerie,43.0,17.4,0.0
1551703288.0,La Tuilerie,37.0,19.4,0.0
1551704213.0,La Tuilerie,35.0,19.9,0.0
1551707919.0,La Tuilerie,40.0,16.7,0.0
1551708844.0,La Tuilerie,41.0,16.3,0.0
1551713474.0,La Tuilerie,41.0,17.4,0.0
1551714399.0,La Tuilerie,41.0,17.0,0.0
1551715325.0,La Tuilerie,41.0,16.6,0.0
1551716250.0,La Tuilerie,42.0,15.9,0.0
1551717176.0,La Tuilerie,45.0,15.4,0.0
1551718101.0,La Tuilerie,45.0,15.1,0.0
1551719029.0,La Tuilerie,46.0,14.4,0.0
1551719954.0,La Tuilerie,47.0,13.9,0.0
1551720879.0,La Tuilerie,49.0,13.1,0.0
1551721805.0,La Tuilerie,50.0,12.2,0.0
1551724581.0,La Tuilerie,47.0,11.6,0.0
1551726435.0,La Tuilerie,49.0,11.0,0.0
1551727360.0,La Tuilerie,46.0,11.8,0.0
1551729208.0,La Tuilerie,50.0,11.2,0.0
1551731983.0,La Tuilerie,57.0,8.9,0.0
1551734760.0,La Tuilerie,60.0,8.4,0.0
1551735685.0,La Tuilerie,61.0,8.3,0.0
1551736610.0,La Tuilerie,63.0,8.1,0.0
1551737535.0,La Tuilerie,62.0,8.3,0.0
1551738461.0,La Tuilerie,63.0,8.6,0.0
1551739387.0,La Tuilerie,61.0,9.2,0.0
1551741240.0,La Tuilerie,63.0,8.5,0.0
1551742165.0,La Tuilerie,62.0,9.0,0.0
1551751418.0,La Tuilerie,62.0,9.3,0.0
1551752343.0,La Tuilerie,62.0,9.1,0.0
1551753268.0,La Tuilerie,62.0,9.1,0.0
1551754193.0,La Tuilerie,63.0,9.1,0.0
1551755118.0,La Tuilerie,65.0,8.7,0.0
1551756045.0,La Tuilerie,66.0,8.3,0.0
1551756970.0,La Tuilerie,68.0,8.0,0.0
1551757895.0,La Tuilerie,66.0,8.3,0.0
1551759748.0,La Tuilerie,67.0,8.3,0.0
1551760674.0,La Tuilerie,68.0,8.1,0.0
1551761599.0,La Tuilerie,68.0,8.1,0.0
1551764377.0,La Tuilerie,67.0,8.2,0.0
1551765303.0,La Tuilerie,68.0,8.0,0.0
1551766229.0,La Tuilerie,69.0,7.7,0.0
1551767155.0,La Tuilerie,69.0,7.7,0.0
1551768081.0,La Tuilerie,69.0,7.8,0.0
1551769007.0,La Tuilerie,69.0,7.9,0.0
1551769933.0,La Tuilerie,71.0,7.9,0.0
1551770860.0,La Tuilerie,72.0,7.9,0.0
1551771787.0,La Tuilerie,70.0,8.5,0.0
1551772714.0,La Tuilerie,66.0,9.5,0.0
1551773640.0,La Tuilerie,61.0,11.0,0.0
1551774567.0,La Tuilerie,58.0,11.6,0.0
1551775493.0,La Tuilerie,58.0,11.9,0.0
1551777344.0,La Tuilerie,52.0,13.3,0.0
1551778270.0,La Tuilerie,49.0,13.8,0.0
1551779195.0,La Tuilerie,50.0,13.8,0.0
1551780121.0,La Tuilerie,49.0,14.1,0.0
1551781047.0,La Tuilerie,46.0,14.6,0.0
1551782900.0,La Tuilerie,45.0,15.3,0.0
1551784751.0,La Tuilerie,47.0,15.3,0.0
1551785677.0,La Tuilerie,46.0,16.0,0.0
1551786602.0,La Tuilerie,48.0,15.8,0.0
1551787528.0,La Tuilerie,46.0,16.3,0.0
1551788454.0,La Tuilerie,45.0,16.4,0.0
1551789380.0,La Tuilerie,43.0,16.6,0.0
1551790306.0,La Tuilerie,41.0,16.9,0.0
1551791232.0,La Tuilerie,43.0,17.0,0.0
1551792157.0,La Tuilerie,44.0,16.9,0.0
1551793085.0,La Tuilerie,42.0,17.4,0.0
1551794011.0,La Tuilerie,41.0,17.4,0.0
1551795862.0,La Tuilerie,43.0,17.9,0.0
1551796791.0,La Tuilerie,45.0,17.8,0.0
1551798643.0,La Tuilerie,47.0,16.7,0.0
1551800496.0,La Tuilerie,46.0,16.0,0.0
1551801422.0,La Tuilerie,48.0,15.3,0.0
1551802348.0,La Tuilerie,51.0,14.9,0.0
1551804203.0,La Tuilerie,58.0,13.6,0.0
1551805129.0,La Tuilerie,61.0,12.9,0.0
1551806055.0,La Tuilerie,62.0,12.1,0.0
1551806981.0,La Tuilerie,65.0,11.4,0.0
1551807907.0,La Tuilerie,68.0,10.7,0.0
1551808833.0,La Tuilerie,71.0,9.9,0.0
1551811613.0,La Tuilerie,78.0,8.3,0.0
1551813468.0,La Tuilerie,82.0,7.4,0.0
1551814395.0,La Tuilerie,85.0,7.2,0.0
1551815322.0,La Tuilerie,86.0,7.6,0.0
1551816250.0,La Tuilerie,86.0,7.4,0.0
1551817176.0,La Tuilerie,87.0,6.6,0.0
1551818103.0,La Tuilerie,89.0,6.2,0.0
1551819030.0,La Tuilerie,89.0,5.6,0.0
1551820885.0,La Tuilerie,92.0,5.9,0.0
1551822741.0,La Tuilerie,92.0,5.7,0.0
1551823668.0,La Tuilerie,92.0,5.9,0.0
1551824594.0,La Tuilerie,92.0,5.6,0.0
1551825520.0,La Tuilerie,92.0,5.8,0.0
1551826445.0,La Tuilerie,92.0,5.9,0.0
1551828298.0,La Tuilerie,91.0,6.1,0.0
1551830153.0,La Tuilerie,90.0,6.1,0.0
1551845903.0,La Tuilerie,78.0,8.3,0.0
1551846830.0,La Tuilerie,77.0,8.3,0.0
1551847756.0,La Tuilerie,77.0,8.2,0.0
1551848684.0,La Tuilerie,76.0,8.2,0.0
1551849611.0,La Tuilerie,76.0,8.1,0.0
1551850537.0,La Tuilerie,75.0,7.8,0.0
1551852392.0,La Tuilerie,74.0,7.9,0.0
1551853318.0,La Tuilerie,73.0,7.4,0.0
1551857025.0,La Tuilerie,74.0,8.2,0.0
1551857951.0,La Tuilerie,74.0,9.2,0.0
1551858877.0,La Tuilerie,71.0,9.5,0.0
1551860729.0,La Tuilerie,74.0,9.8,0.0
1551862581.0,La Tuilerie,76.0,10.2,0.0
1551865360.0,La Tuilerie,84.0,11.2,0.0
1551866287.0,La Tuilerie,84.0,11.8,0.0
1551868141.0,La Tuilerie,83.0,12.5,0.0
1551869067.0,La Tuilerie,82.0,12.6,0.0
1551871845.0,La Tuilerie,80.0,13.7,0.0
1551872771.0,La Tuilerie,80.0,14.0,0.0
1551873698.0,La Tuilerie,80.0,13.8,0.0
1551874624.0,La Tuilerie,80.0,13.8,0.0
1551877405.0,La Tuilerie,81.0,13.5,0.0
1551878331.0,La Tuilerie,81.0,13.4,0.0
1551880182.0,La Tuilerie,81.0,13.7,0.0
1551883888.0,La Tuilerie,80.0,13.5,0.0
1551884814.0,La Tuilerie,81.0,13.5,0.0
1551886669.0,La Tuilerie,83.0,13.2,0.0
1551889451.0,La Tuilerie,84.0,12.7,0.0
1551890377.0,La Tuilerie,84.0,12.7,0.0
1551892230.0,La Tuilerie,85.0,12.7,0.0
1551894086.0,La Tuilerie,85.0,12.6,0.0
